game_name,reviews_like_rate,all_reviews_number,release_date,developer,user_defined_tags,supported_os,supported_languages,price,other_features,age_restriction,rating,difficulty,length,estimated_downloads
Grandpa High on Retro,88,240,"7 Feb, 2025",Ashnell Games,"Action, Adventure, Shooter",win,English,4.49,"Single-player, Family Sharing",13,3.33,3,2,7600
Shadow Empire,85,1052,"3 Dec, 2020",VR Designs,"Strategy, Simulation, RPG, War",win,English,18.99,"Single-player, Shared/Split Screen PvP, Shared/Split Screen Co-op, Remote Play Together, Family Sharing",10,3.65,4,53,74000
Solar Ash,91,1135,"8 Dec, 2022",Heart Machine,"Action, Adventure, Platformer",win,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Traditional Chinese",18.99,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",13,3.42,3,9,85000
9 Years of Shadows,79,1808,"27 Mar, 2023",Halberd Studios,"Platformer, Adventure, Fantasy",win,"English, Spanish - Latin America, French, German, Japanese, Portuguese - Brazil, Russian, Simplified Chinese",9.49,"Single-player, Family Sharing",10,3.25,4,11,248600
Garage Flipper,43,44,"9 Oct, 2024",Farmind Studio,"Simulation, Sandbox",win,"English, French, Italian, German, Spanish - Spain, Polish, Japanese, Korean, Portuguese - Brazil, Russian, Simplified Chinese, Turkish",7.99,"Single-player, Steam Achievements, Family Sharing",0,1.75,2,3,9900
MALL MANAGER SIMULATOR,59,32,"16 May, 2025",Krisztian Blaha,"Simulation, Building",win,"English, French, German, Spanish - Spain, Hungarian, Japanese, Korean, Polish, Portuguese - Portugal, Simplified Chinese, Traditional Chinese, Turkish, Italian, Russian",3.99,"Single-player, Steam Achievements, Family Sharing",0,2.15,2,5,3800
Train Valley World,69,205,"9 Aug, 2024",Flazm,"Management, Simulation, Strategy","win, mac","English, French, Italian, German, Spanish - Spain, Japanese, Korean, Portuguese - Brazil, Russian, Simplified Chinese",10.49,"Single-player, Online Co-op, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0,2.5,3,8,14300
Metal Bringer,88,768,"12 Mar, 2025",ALPHAWING Inc.,"Roguelike, Action, RPG",win,"English, Japanese, Simplified Chinese, Traditional Chinese",10.49,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",13,3.1,3,20,44600
Samorost 3,93,3873,"24 Mar, 2016",Amanita Design,"Story Rich, Adventure, 2D, Puzzle","win, mac","English, French, Italian, German, Spanish - Spain, Arabic, Portuguese - Brazil, Bulgarian, Danish, Finnish, Dutch, Japanese, Korean, Hungarian, Norwegian, Polish, Portuguese - Portugal, Romanian, Russian, Thai, Traditional Chinese, Turkish, Ukrainian, Simplified Chinese, Czech, Greek, Swedish",6.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",10,3.76,3,6,943500
Munch,66,80,"4 Nov, 2024",Mac n Cheese Games,"Roguelike, Adventure, RPG","win, mac","English, Japanese, Korean, Simplified Chinese, Italian, Spanish - Spain",6.66,"Single-player, Steam Achievements, Family Sharing",10,2.0,3,6,4100
The Bibites: Digital Life,97,90,"5 Mar, 2025",Omnia Studios,"Early Access, Simulation, 2D","win, mac, linux",English,7.5,"Single-player, Steam Achievements, Steam Cloud, Includes level editor, Family Sharing",0,3.59,2,50,3800
Heaven Dust 2,91,701,"6 Jan, 2022",One Gruel Studio,"Horror, Puzzle, RPG, Shooter",win,"English, Simplified Chinese, Japanese, Traditional Chinese, Russian, Korean, Hungarian, Portuguese - Brazil",14.99,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",13,3.4,3,12,65000
RAILGRADE,84,922,"13 Oct, 2023",Minakata Dynamics,"Strategy, Simulation, Automation","win, mac","English, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Turkish, Traditional Chinese, Ukrainian",14.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0,3.56,3,44,76500
Eternal Evil,75,482,"1 Nov, 2022",Honor Games,"Survival, Horror",win,"English, Russian",14.99,"Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",17,4.0,3,12,38900
Vending Machine Business Simulator,74,134,"8 Nov, 2024",Crow Interactive,"Early Access, Simulation, Management",win,"English, French, German, Japanese, Korean, Polish, Portuguese - Portugal, Russian, Simplified Chinese, Spanish - Latin America, Turkish",2.5,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",10,2.13,2,4,30000
Death and Taxes,87,6479,"20 Feb, 2020",Placeholder Gameworks,"Story Rich, Simulation, Strategy","win, mac, linux","English, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese, Turkish, Spanish - Spain",7.49,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Family Sharing",13,2.86,3,5,710600
Root,90,4003,"24 Sep, 2020",Dire Wolf,"Strategy, War, Cute, Simulation, Turn-Based","win, mac","English, French, Italian, German, Spanish - Spain, Simplified Chinese, Czech, Japanese, Polish, Russian",14.99,"Single-player, Online PvP, Shared/Split Screen PvP, Cross-Platform Multiplayer, Steam Achievements, Steam Turn Notifications, Family Sharing",0,3.5,3,12,558600
Dead Estate,95,4955,"19 Oct, 2021",Milkbar Lads,"Action, Roguelike, Shooter, Horror",win,English,7.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",17,3.63,4,38,528900
I Am Fish,75,2115,"16 Sep, 2021",Bossa Studios,"Adventure, Simulation, Platformer",win,"English, Simplified Chinese, French, Italian, German, Spanish - Spain, Japanese, Korean, Portuguese - Brazil, Russian, Traditional Chinese",10.49,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",13,3.25,4,7,935700
Mika and The Witch's Mountain,87,413,"22 Jan, 2025",Chibig,"Adventure, Open World",win,"English, French, German, Spanish - Spain, Portuguese - Brazil, Italian, Simplified Chinese, Portuguese - Portugal, Spanish - Latin America, Catalan, Japanese, Traditional Chinese",10.49,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",0,2.43,3,3,59800
EvilVEvil,75,56,"16 Jul, 2024",Toadman Interactive,"FPS, Action, Fantasy",win,"English, French, Italian, German, Spanish - Spain, Portuguese - Portugal",10.49,"Single-player, Online Co-op, Steam Achievements, Steam Cloud, Family Sharing",17,2.9,3,6,28100
Botanicula,95,4493,"7 May, 2012",Amanita Design,"Adventure, Cute","win, mac","English, German, French, Italian, Spanish - Spain, Russian, Japanese, Polish, Czech, Simplified Chinese",5.49,"Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",10,3.79,3,6,1070000
Shining Princess Lapisphilia,94,19,"5 Apr, 2025",Ice Candy,"Sexual Content, Anime, JRPG",win,"English, Japanese, Simplified Chinese, Traditional Chinese",7.29,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",17,2.06,1,2,2300
Airport X-Ray Simulator,90,135,"12 Dec, 2024",Rainbow Lab,"Early Access, Simulation, Management",win,"English, French, German, Spanish - Spain, Italian, Russian, Turkish, Japanese, Simplified Chinese, Polish, Portuguese - Brazil, Dutch",7.29,"Single-player, Steam Achievements, Steam Cloud, Stats, Family Sharing",13,2.98,2,15,16800
Y. Village - The Visitors,80,143,"29 Jan, 2024",Batuhan Gündüz,"Action, Adventure, Horror",win,"English, Turkish, French, German, Simplified Chinese, Portuguese - Portugal, Russian, Filipino, Portuguese - Brazil",2.34,"Single-player, Family Sharing",17,2.22,2,3,4800
There Is No Game: Wrong Dimension,97,21611,"6 Aug, 2020",Draw Me A Pixel,"Adventure, Puzzle, 2D","win, mac","English, French, Spanish - Spain, Portuguese - Brazil, German, Simplified Chinese, Italian, Russian, Korean, Japanese",7.29,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play on Tablet, Family Sharing",0,4.08,2,12,777300
Teddy's Haven - A Fantasy Inspired Shop Simulator,94,76,"6 May, 2025",Teddy Bear Games LLC,"Simulation, Management",win,English,7.29,"Single-player, Steam Achievements, Family Sharing",10,3.17,3,25,2600
SimplePlanes,93,9383,"17 Dec, 2015","Jundroo, LLC","Sandbox, Automation, Building","win, mac",English,7.29,"Single-player, Steam Achievements, Steam Workshop, Steam Cloud, Family Sharing",0,4.08,3,40,1300000
Duck Detective: The Secret Salami,95,4499,"23 May, 2024",Happy Broccoli Games,"Cute, Story Rich","win, mac, linux","English, German",5.79,"Single-player, Steam Achievements, Steam Cloud, Stats, Family Sharing",0,3.3,2,2,168600
Fury Unleashed,87,1788,"8 May, 2020",Awesome Games Studio,"Roguelike, Action, Platformer","win, mac, linux","English, Polish, French, German, Spanish - Spain, Russian, Simplified Chinese, Japanese, Korean, Portuguese - Brazil",10.49,"Single-player, Online Co-op, Shared/Split Screen Co-op, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Steam Leaderboards, Remote Play on TV, Remote Play Together, Family Sharing",13,3.61,4,9,1060000
BZZZT,98,602,"13 Nov, 2023",KO.DLL,"Platformer, Pixel Graphics","win, mac, linux","English, Czech, Polish, Portuguese - Brazil, French, Italian, Spanish - Spain, German, Swedish, Turkish, Japanese, Simplified Chinese",4.99,"Single-player, Steam Achievements, Steam Trading Cards, Captions available, Steam Cloud, Steam Leaderboards, Family Sharing",0,3.75,3,2,79000
Splodey,92,198,"4 Jun, 2024",Send It Studios,"Platformer, 2D, Fantasy",win,"English, French, German, Spanish - Spain, Japanese, Korean, Portuguese - Brazil, Simplified Chinese, Spanish - Latin America, Traditional Chinese",7.29,"Single-player, Steam Achievements, Steam Cloud, Steam Leaderboards, Family Sharing",0,3.35,3,2,15600
Hijacker Jack : ARCADE FMV,64,53,"8 Dec, 2020",New IDEA Games,"Visual Novel, Action, Adventure, Story Rich",win,"English, French, Italian, German, Spanish - Spain, Arabic, Hungarian, Portuguese - Portugal, Romanian, Russian, Turkish, Simplified Chinese",1.49,"Single-player, Family Sharing",17,2.3,1,1,2400
This Is the Police 2,77,4974,"31 Jul, 2018",Weappy Studio,"Strategy, Story Rich, Turn-Based, Simulation","win, mac, linux","English, French, German, Spanish - Spain, Simplified Chinese, Japanese, Russian, Italian, Korean, Polish, Portuguese - Brazil",7.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing",17,3.28,3,20,1110000
Anno 1503 History Edition,67,71,"22 Apr, 2024",Ubisoft Mainz,"Simulation, Strategy, Building",win,"English, French, Italian, German, Spanish - Spain, Czech, Polish, Russian",7.99,Single-player,13,2.0,4,35,35200
This Is the Police,83,8664,"2 Aug, 2016",Weappy Studio,"Strategy, Management, Story Rich, Simulation","win, mac, linux","English, German, Russian, French, Portuguese - Brazil, Spanish - Spain, Simplified Chinese, Japanese",7.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing",17,3.42,3,21,2020000
Anno 1701 History Edition,80,105,"22 Apr, 2024",Ubisoft Mainz,"Simulation, Strategy, Building",win,"English, French, Italian, German, Spanish - Spain, Czech, Polish, Russian",7.99,Single-player,10,2.5,4,40,39400
Shogun Showdown,95,4601,"5 Sep, 2024",Roboatino,"Strategy, RPG, Turn-Based",win,"English, French, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese",7.99,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",10,4.0,4,20,224000
Skarab,100,21,"24 Apr, 2025",DOSMan Games,"Adventure, FPS",win,English,1.99,"Single-player, Family Sharing",13,2.5,3,3,1000
Rise of Gun,87,682,"25 Mar, 2024",PimpGameStudio,"Simulation, Building, Crafting",win,"English, French, German, Spanish - Latin America, Simplified Chinese, Korean, Polish, Ukrainian, Japanese, Portuguese - Brazil",10.99,"Single-player, Steam Achievements, Steam Trading Cards, Captions available, Includes level editor, Family Sharing",13,3.57,3,26,45700
We Were Here Expeditions: The FriendShip,82,2797,"14 Sep, 2023",Total Mayhem Games,"Puzzle, Cute, Adventure",win,"English, French, Italian, German, Spanish - Spain, Arabic, Czech, Danish, Dutch, Finnish, Japanese, Korean, Norwegian, Polish, Portuguese - Brazil, Portuguese - Portugal, Russian, Simplified Chinese, Spanish - Latin America, Swedish, Thai, Traditional Chinese, Turkish",2.49,"Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Cloud, Family Sharing",13,2.91,3,2,3170000
Mia's Hunt,79,29,"2 Jan, 2024",Synax,"Adventure, Horror, Survival, Early Access",win,"English, French, Italian, German, Spanish - Spain, Russian, Turkish",2.59,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",17,3.0,3,12,1100
Ithya: Magic Studies,97,613,"7 May, 2025",BlueTurtle,"Fantasy, Simulation",win,"English, French, Japanese, Korean, Russian, Simplified Chinese",6.99,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",13,4.44,1,22,20800
Fun Hospital,63,578,"22 Jun, 2018",OrangesGame Technology Limited,"Strategy, Simulation","win, mac","English, Simplified Chinese, French, Italian, German, Spanish - Spain, Russian, Turkish, Japanese, Traditional Chinese, Dutch, Korean",0.0,"Single-player, In-App Purchases",0,2.12,2,10,163400
None Shall Intrude,76,565,"21 Jan, 2025",Aeterna Ludi,"Strategy, Card Game, Roguelike",win,"English, French, Italian, German, Spanish - Spain, Czech, Japanese, Korean, Polish, Portuguese - Brazil, Portuguese - Portugal, Romanian, Russian, Simplified Chinese, Spanish - Latin America, Thai, Turkish, Ukrainian, Vietnamese",6.99,"Single-player, Steam Achievements, Steam Cloud, Stats, Steam Leaderboards, Family Sharing",10,2.95,4,13,25600
Total War: THREE KINGDOMS,82,59688,"23 May, 2019",CREATIVE ASSEMBLY,"Strategy, War, Turn-Based, Simulation","win, mac, linux","English, French, Italian, German, Spanish - Spain, Czech, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese, Turkish",49.99,"Single-player, Online PvP, LAN PvP, Online Co-op, LAN Co-op, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",13,3.99,3,70,5190000
Enlisted,79,27830,"16 Jul, 2024",Darkflow Software,"FPS, War, Action","win, linux","English, French, German, Japanese, Korean, Polish, Russian, Simplified Chinese, Spanish - Latin America",0.0,"MMO, Online PvP, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, In-App Purchases",17,2.67,1,48,1600000
Suit for Hire,94,486,"31 Aug, 2021",Godmode Interactive,"Early Access, Action, Shooter",win,"English, French, Japanese, Simplified Chinese, Spanish - Latin America, Turkish",6.99,"Single-player, Steam Cloud, Family Sharing",17,3.8,3,7,79000
Catan Universe,48,16029,"25 Apr, 2017",Client/Frontend: Endava / Backend: SuperNimbus,"Strategy, Card Game","win, mac","English, German, French, Spanish - Spain, Dutch",0.0,"Single-player, Online PvP, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, In-App Purchases",0,1.3,3,23,2840000
Toilet Chronicles,90,1267,"14 Jul, 2022",Madi Abdykarimov,"Adventure, Simulation, Adventure",win,English,5.79,"Single-player, Steam Achievements, Family Sharing",17,3.33,2,1,116500
Together After Dark,65,147,"20 Jan, 2025",RedForge,"Adventure, Simulation",win,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Portuguese - Brazil, Portuguese - Portugal, Russian, Simplified Chinese, Spanish - Latin America, Thai, Traditional Chinese, Turkish, Ukrainian",1.99,"Online Co-op, Family Sharing",17,1.6,2,3,5600
PAC-MAN 256,94,1205,"21 Jun, 2016",BANDAI NAMCO Studios Vancouver,"Action, Roguelike","win, mac, linux","English, Japanese",3.49,"Single-player, Shared/Split Screen PvP, Shared/Split Screen Co-op, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play Together, Family Sharing",0,3.59,3,11,669200
Lyca,81,361,"7 Apr, 2025",Syphono4,Simulation,win,"English, French, German, Spanish - Spain, Japanese, Korean, Portuguese - Brazil, Portuguese - Portugal, Russian, Simplified Chinese, Spanish - Latin America, Traditional Chinese, Polish, Thai",2.99,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",0,4.0,1,4,30700
Vibrant Frame,87,24,"17 Dec, 2024",Lumiere Entertainment Inc.,"Simulation, Visual Novel",win,"English, Japanese, Korean, Simplified Chinese, Traditional Chinese",9.89,"Single-player, Steam Cloud, Family Sharing",13,2.9,1,7,3100
CHUCHEL,84,3373,"7 Mar, 2018",Amanita Design,"Cute, 2D","win, mac","English, French, Italian, German, Spanish - Spain, Arabic, Bulgarian, Czech, Danish, Dutch, Finnish, Greek, Hungarian, Japanese, Korean, Norwegian, Polish, Portuguese - Portugal, Portuguese - Brazil, Romanian, Russian, Simplified Chinese, Swedish, Thai, Traditional Chinese, Turkish, Ukrainian",4.49,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",10,3.42,1,3,485000
The Incredible Adventures of Van Helsing II,70,1891,"22 May, 2014",NeocoreGames,"RPG, Action, Adventure, Roguelike",win,"English, French, Italian, German, Spanish - Spain, Hungarian, Polish, Portuguese - Portugal, Czech, Russian",7.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards, Remote Play on TV, Family Sharing",13,3.39,3,31,1650000
Dead Season,66,154,"8 Oct, 2024",Snail Bite,"Turn-Based, Combat",win,"English, French, Italian, German, Spanish - Spain, Simplified Chinese, Russian, Japanese, Korean, Turkish, Ukrainian",10.49,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",17,4.36,3,9,5200
Bad 2 Bad: Apocalypse,77,696,"30 Oct, 2024",DAWINSTONE,"RPG, Action, War, Survival",win,"English, French, Italian, German, Spanish - Spain, Russian, Vietnamese, Indonesian, Japanese, Simplified Chinese, Traditional Chinese, Thai, Portuguese - Portugal, Polish, Korean",10.49,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",10,3.37,2,37,41000
